"","MosqPerL","WayPt_ID","Address","LatY","LongX","DispX","DispY","Neighborhood","MosqSpp","MosqCount","Date","Day","Month","Year","EpiWeek","Sampledtire","NSampledTires","water_L","no_cover","open.","w_cover","veg_cover.","veg_in_tire","chir","cer","tox","tris","noto","oligo","mites","dyticid","cop","ostra","daph","rubber","inverts","seeds","sticks","man.made","cpm","fpm","leaf","rocks","algae_moss","shells","grass","comments","Buffer","Area_km2","Open.Water","Developed.Open.Space","Developed.Low.Intensity","Developed.Medium.Intensity","Developed.High.Intensity","Barren.Land","Deciduous.Forest","Shrub.Scrub","Grassland.Herbaceous","Pasture.Hay","Cultivated.Crops","Woody.Wetlands","Emergent.Herbaceous.Wetlands","PovPast12M","Unemp","Employed","NoSchool","SomeColleg","AssDegree","Bachelors","Masters","ProfDegree","PhD","Rented_Unocupied","SoldUnocup","OtherVacan","Adj_X","Adj_Y","optional","INLAWeek"
"48",0,"11","4112 Clio",29.955318,-90.098778,1899-12-31 00:00:00,NA,"Gert Town","Cx. nigripalpus",0,2018-04-24,24,4,2018,17,1,15,0.89,96,99.84,0,0,"n",123,8,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",12.5524982256091,0,0.0387,3.6954,5.2056,3.6108,0,0,0,0,0,0,0,0,2015,24649,15862,463,1564,1331,7630,3280,1343,815,298,110,3987,780.001842602573,3317.37567896275,TRUE,8
"49",0,"11","4113 Clio",29.955318,-90.098778,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gert Town","Cx. nigripalpus",0,2018-04-24,24,4,2018,17,2,15,1.82,96,99.84,0,0,"y",477,2,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,"vegetation in tire","2km",12.5524982256091,0,0.0387,3.6954,5.2056,3.6108,0,0,0,0,0,0,0,0,2015,24649,15862,463,1564,1331,7630,3280,1343,815,298,110,3987,780.002032903385,3317.37579472852,TRUE,8
"50",0,"12","4320 Clio",29.956305,-90.100525,NA,NA,"Gert Town","A. aeg",0,2018-04-24,24,4,2018,17,1,101,1.25,96,99.84,0,0,"n",367,1,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.830390620955,3317.48107107784,TRUE,8
"51",0,"12","4321 Clio",29.956305,-90.100525,1899-12-31 00:00:00,NA,"Gert Town","A. aeg",0,2018-04-24,24,4,2018,17,2,101,1.2,96,99.84,0,0,"n",151,1,0,0,0,0,0,0,"n","n","n",0,0,0,1.8,56.5,0,0,0,14.1,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.830393425208,3317.48096019882,TRUE,8
"52",0,"12","4320 Clio",29.956305,-90.100525,1899-12-31 00:00:01,NA,"Gert Town","A. albo",0,2018-04-24,24,4,2018,17,1,101,1.25,96,99.84,0,0,"n",367,1,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.830387816702,3317.48118195686,TRUE,8
"53",0,"12","4321 Clio",29.956305,-90.100525,NA,1899-12-31 00:00:01,"Gert Town","A. albo",0,2018-04-24,24,4,2018,17,2,101,1.2,96,99.84,0,0,"n",151,1,0,0,0,0,0,0,"n","n","n",0,0,0,1.8,56.5,0,0,0,14.1,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.83048717326,3317.48107351976,TRUE,8
"54",0,"12","4320 Clio",29.956305,-90.100525,NA,1899-12-31 00:00:00,"Gert Town","Cx. salinarius",0,2018-04-24,24,4,2018,17,1,101,1.25,96,99.84,0,0,"n",367,1,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.830294068652,3317.48106863593,TRUE,8
"55",0,"12","4321 Clio",29.956305,-90.100525,1899-12-31 00:00:01,1899-12-31 00:00:00,"Gert Town","Cx. salinarius",0,2018-04-24,24,4,2018,17,2,101,1.2,96,99.84,0,0,"n",151,1,0,0,0,0,0,0,"n","n","n",0,0,0,1.8,56.5,0,0,0,14.1,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.8302912644,3317.48117951495,TRUE,8
"56",226,"12","4320 Clio",29.956305,-90.100525,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gert Town","Cx. quinq",282,2018-04-24,24,4,2018,17,1,101,1.25,96,99.84,0,0,"n",367,1,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.830489977513,3317.48096264074,TRUE,8
"57",0,"12","4321 Clio",29.956305,-90.100525,1899-12-31 00:00:00,1899-12-31 00:00:00,"Gert Town","Cx. quinq",0,2018-04-24,24,4,2018,17,2,101,1.2,96,99.84,0,0,"n",151,1,0,0,0,0,0,0,"n","n","n",0,0,0,1.8,56.5,0,0,0,14.1,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.830296872903,3317.48095775691,TRUE,8
"58",0,"12","4320 Clio",29.956305,-90.100525,1899-12-31 00:00:01,1899-12-31 00:00:01,"Gert Town","A. crucians",0,2018-04-24,24,4,2018,17,1,101,1.25,96,99.84,0,0,"n",367,1,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.830484369006,3317.48118439878,TRUE,8
"59",0,"12","4321 Clio",29.956305,-90.100525,NA,1899-12-31 00:00:01,"Gert Town","A. crucians",0,2018-04-24,24,4,2018,17,2,101,1.2,96,99.84,0,0,"n",151,1,0,0,0,0,0,0,"n","n","n",0,0,0,1.8,56.5,0,0,0,14.1,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.830583725564,3317.48107596167,TRUE,8
"60",3,"12","4320 Clio",29.956305,-90.100525,NA,1899-12-31 00:00:00,"Gert Town","Cx. restuans",4,2018-04-24,24,4,2018,17,1,101,1.25,96,99.84,0,0,"n",367,1,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.830197516347,3317.48106619402,TRUE,8
"61",2,"12","4321 Clio",29.956305,-90.100525,1899-12-31 00:00:01,NA,"Gert Town","Cx. restuans",2,2018-04-24,24,4,2018,17,2,101,1.2,96,99.84,0,0,"n",151,1,0,0,0,0,0,0,"n","n","n",0,0,0,1.8,56.5,0,0,0,14.1,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.83038501245,3317.48129283588,TRUE,8
"62",0,"12","4320 Clio",29.956305,-90.100525,1899-12-31 00:00:00,NA,"Gert Town","Cx. nigripalpus",0,2018-04-24,24,4,2018,17,1,101,1.25,96,99.84,0,0,"n",367,1,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.83039622946,3317.48084931981,TRUE,8
"63",0,"12","4321 Clio",29.956305,-90.100525,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gert Town","Cx. nigripalpus",0,2018-04-24,24,4,2018,17,2,101,1.2,96,99.84,0,0,"n",151,1,0,0,0,0,0,0,"n","n","n",0,0,0,1.8,56.5,0,0,0,14.1,0,0,0,NA,"2km",7.55419751683824,0,0.0504,4.2237,5.1156,3.1644,0,0,0,0,0,0,0,0,986,5546,4841,137,555,389,894,411,97,35,46,10,853,779.830586529818,3317.48096508265,TRUE,8
"64",19,"13","S. Salcedo / Thalia",29.955185,-90.102188,NA,NA,"Gert Town","A. aeg",36,2018-04-24,24,4,2018,17,2,12,1.92,96,99.84,0,0,"y",36,1,0,0,0,0,2,0,"n","n","n",0,0.3,0,8.1,0,0,0,0.1,0,0,0,0,"vegetation in tire","2km",9.06924166689027,0.3933,0.8082,6.6762,1.9935,0.8325,0,0,0.0099,0.0585,0,0,0.5364,0.0063,903,6038,5040,141,526,408,1143,447,115,45,59,10,905,779.672963101055,3317.35282694187,TRUE,8
"65",33,"13","S. Salcedo / Thalia",29.955185,-90.102188,1899-12-31 00:00:00,NA,"Gert Town","A. albo",64,2018-04-24,24,4,2018,17,2,12,1.92,96,99.84,0,0,"y",36,1,0,0,0,0,2,0,"n","n","n",0,0.3,0,8.1,0,0,0,0.1,0,0,0,0,"vegetation in tire","2km",9.06924166689027,0.3933,0.8082,6.6762,1.9935,0.8325,0,0,0.0099,0.0585,0,0,0.5364,0.0063,903,6038,5040,141,526,408,1143,447,115,45,59,10,905,779.672965903599,3317.35271606295,TRUE,8
"66",7,"13","S. Salcedo / Thalia",29.955185,-90.102188,1899-12-31 00:00:01,NA,"Gert Town","Cx. salinarius",13,2018-04-24,24,4,2018,17,2,12,1.92,96,99.84,0,0,"y",36,1,0,0,0,0,2,0,"n","n","n",0,0.3,0,8.1,0,0,0,0.1,0,0,0,0,"vegetation in tire","2km",9.06924166689027,0.3933,0.8082,6.6762,1.9935,0.8325,0,0,0.0099,0.0585,0,0,0.5364,0.0063,903,6038,5040,141,526,408,1143,447,115,45,59,10,905,779.672960298511,3317.35293782079,TRUE,8
"67",32,"13","S. Salcedo / Thalia",29.955185,-90.102188,NA,1899-12-31 00:00:01,"Gert Town","Cx. quinq",62,2018-04-24,24,4,2018,17,2,12,1.92,96,99.84,0,0,"y",36,1,0,0,0,0,2,0,"n","n","n",0,0.3,0,8.1,0,0,0,0.1,0,0,0,0,"vegetation in tire","2km",9.06924166689027,0.3933,0.8082,6.6762,1.9935,0.8325,0,0,0.0099,0.0585,0,0,0.5364,0.0063,903,6038,5040,141,526,408,1143,447,115,45,59,10,905,779.673059654374,3317.35282938232,TRUE,8
"68",0,"13","S. Salcedo / Thalia",29.955185,-90.102188,NA,1899-12-31 00:00:00,"Gert Town","A. crucians",0,2018-04-24,24,4,2018,17,2,12,1.92,96,99.84,0,0,"y",36,1,0,0,0,0,2,0,"n","n","n",0,0.3,0,8.1,0,0,0,0.1,0,0,0,0,"vegetation in tire","2km",9.06924166689027,0.3933,0.8082,6.6762,1.9935,0.8325,0,0,0.0099,0.0585,0,0,0.5364,0.0063,903,6038,5040,141,526,408,1143,447,115,45,59,10,905,779.672866547736,3317.35282450141,TRUE,8
"69",0,"13","S. Salcedo / Thalia",29.955185,-90.102188,1899-12-31 00:00:01,1899-12-31 00:00:00,"Gert Town","Cx. restuans",0,2018-04-24,24,4,2018,17,2,12,1.92,96,99.84,0,0,"y",36,1,0,0,0,0,2,0,"n","n","n",0,0.3,0,8.1,0,0,0,0.1,0,0,0,0,"vegetation in tire","2km",9.06924166689027,0.3933,0.8082,6.6762,1.9935,0.8325,0,0,0.0099,0.0585,0,0,0.5364,0.0063,903,6038,5040,141,526,408,1143,447,115,45,59,10,905,779.672863745193,3317.35293538034,TRUE,8
"70",0,"13","S. Salcedo / Thalia",29.955185,-90.102188,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gert Town","Cx. nigripalpus",0,2018-04-24,24,4,2018,17,2,12,1.92,96,99.84,0,0,"y",36,1,0,0,0,0,2,0,"n","n","n",0,0.3,0,8.1,0,0,0,0.1,0,0,0,0,"vegetation in tire","2km",9.06924166689027,0.3933,0.8082,6.6762,1.9935,0.8325,0,0,0.0099,0.0585,0,0,0.5364,0.0063,903,6038,5040,141,526,408,1143,447,115,45,59,10,905,779.673062456919,3317.3527185034,TRUE,8
"71",4,"14","DeGaulle Manor (Vespasian St.)",29.930578,-90.024254,NA,NA,"Algiers","A. aeg",1,2018-05-08,8,5,2018,19,1,17,0.26,96,99.84,0,0,"n",2,0,0,0,0,0,23,0,"n","n","n",0,0,0,0,0,0,1.2,0,0,0,0,0,"tires stacked / under two tires 14","2km",8.11121801887282,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,787.268677476092,3314.81709687402,TRUE,10
"72",388,"14","DeGaulle Manor (Vespasian St.)",29.930578,-90.024254,1899-12-31 00:00:00,NA,"Algiers","A. albo",101,2018-05-08,8,5,2018,19,1,17,0.26,96,99.84,0,0,"n",2,0,0,0,0,0,23,0,"n","n","n",0,0,0,0,0,0,1.2,0,0,0,0,0,"tires stacked / under two tires 14","2km",8.11121801887282,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,787.268680352092,3314.81698599149,TRUE,10
"73",0,"14","DeGaulle Manor (Vespasian St.)",29.930578,-90.024254,1899-12-31 00:00:01,NA,"Algiers","Cx. salinarius",0,2018-05-08,8,5,2018,19,1,17,0.26,96,99.84,0,0,"n",2,0,0,0,0,0,23,0,"n","n","n",0,0,0,0,0,0,1.2,0,0,0,0,0,"tires stacked / under two tires 14","2km",8.11121801887282,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,787.268674600092,3314.81720775654,TRUE,10
"74",4,"14","DeGaulle Manor (Vespasian St.)",29.930578,-90.024254,NA,1899-12-31 00:00:01,"Algiers","Cx. quinq",1,2018-05-08,8,5,2018,19,1,17,0.26,96,99.84,0,0,"n",2,0,0,0,0,0,23,0,"n","n","n",0,0,0,0,0,0,1.2,0,0,0,0,0,"tires stacked / under two tires 14","2km",8.11121801887282,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,787.268774056674,3314.81709937906,TRUE,10
"75",0,"14","DeGaulle Manor (Vespasian St.)",29.930578,-90.024254,NA,1899-12-31 00:00:00,"Algiers","A. crucians",0,2018-05-08,8,5,2018,19,1,17,0.26,96,99.84,0,0,"n",2,0,0,0,0,0,23,0,"n","n","n",0,0,0,0,0,0,1.2,0,0,0,0,0,"tires stacked / under two tires 14","2km",8.11121801887282,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,787.268580895509,3314.81709436897,TRUE,10
"76",0,"14","DeGaulle Manor (Vespasian St.)",29.930578,-90.024254,1899-12-31 00:00:01,1899-12-31 00:00:00,"Algiers","Cx. restuans",0,2018-05-08,8,5,2018,19,1,17,0.26,96,99.84,0,0,"n",2,0,0,0,0,0,23,0,"n","n","n",0,0,0,0,0,0,1.2,0,0,0,0,0,"tires stacked / under two tires 14","2km",8.11121801887282,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,787.26857801951,3314.81720525149,TRUE,10
"77",0,"14","DeGaulle Manor (Vespasian St.)",29.930578,-90.024254,1899-12-31 00:00:00,1899-12-31 00:00:01,"Algiers","Cx. nigripalpus",0,2018-05-08,8,5,2018,19,1,17,0.26,96,99.84,0,0,"n",2,0,0,0,0,0,23,0,"n","n","n",0,0,0,0,0,0,1.2,0,0,0,0,0,"tires stacked / under two tires 14","2km",8.11121801887282,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,787.268776932675,3314.81698849654,TRUE,10
"78",0,"15","Chef / W. Adams",30.022991,-89.95031,NA,NA,"East","A. aeg",0,2018-05-08,8,5,2018,19,1,20,0.52,96,99.84,0,0,"n",193,0,0,0,0,0,3,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.137565313841,3325.25202814619,TRUE,10
"79",0,"15","Chef / W. Adams",30.022991,-89.95031,1899-12-31 00:00:00,NA,"East","A. aeg",0,2018-05-08,8,5,2018,19,2,20,1.64,96,99.84,0,0,"n",515,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.137568269826,3325.25191725875,TRUE,10
"80",2,"15","Chef / W. Adams",30.022991,-89.95031,1899-12-31 00:00:01,NA,"East","A. albo",1,2018-05-08,8,5,2018,19,1,20,0.52,96,99.84,0,0,"n",193,0,0,0,0,0,3,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.137562357857,3325.25213903363,TRUE,10
"81",1,"15","Chef / W. Adams",30.022991,-89.95031,NA,1899-12-31 00:00:01,"East","A. albo",1,2018-05-08,8,5,2018,19,2,20,1.64,96,99.84,0,0,"n",515,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.13766180799,3325.25203071849,TRUE,10
"82",2,"15","Chef / W. Adams",30.022991,-89.95031,NA,1899-12-31 00:00:00,"East","Cx. salinarius",1,2018-05-08,8,5,2018,19,1,20,0.52,96,99.84,0,0,"n",193,0,0,0,0,0,3,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.137468819694,3325.25202557389,TRUE,10
"83",0,"15","Chef / W. Adams",30.022991,-89.95031,1899-12-31 00:00:01,1899-12-31 00:00:00,"East","Cx. salinarius",0,2018-05-08,8,5,2018,19,2,20,1.64,96,99.84,0,0,"n",515,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.13746586371,3325.25213646133,TRUE,10
"84",973,"15","Chef / W. Adams",30.022991,-89.95031,1899-12-31 00:00:00,1899-12-31 00:00:01,"East","Cx. quinq",506,2018-05-08,8,5,2018,19,1,20,0.52,96,99.84,0,0,"n",193,0,0,0,0,0,3,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.137664763976,3325.25191983104,TRUE,10
"85",15,"15","Chef / W. Adams",30.022991,-89.95031,1899-12-31 00:00:00,1899-12-31 00:00:00,"East","Cx. quinq",25,2018-05-08,8,5,2018,19,2,20,1.64,96,99.84,0,0,"n",515,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.137471775678,3325.25191468645,TRUE,10
"86",0,"15","Chef / W. Adams",30.022991,-89.95031,1899-12-31 00:00:01,1899-12-31 00:00:01,"East","A. crucians",0,2018-05-08,8,5,2018,19,1,20,0.52,96,99.84,0,0,"n",193,0,0,0,0,0,3,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.137658852004,3325.25214160592,TRUE,10
"87",0,"15","Chef / W. Adams",30.022991,-89.95031,NA,1899-12-31 00:00:01,"East","A. crucians",0,2018-05-08,8,5,2018,19,2,20,1.64,96,99.84,0,0,"n",515,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.137758302137,3325.25203329078,TRUE,10
"88",0,"15","Chef / W. Adams",30.022991,-89.95031,NA,1899-12-31 00:00:00,"East","Cx. restuans",0,2018-05-08,8,5,2018,19,1,20,0.52,96,99.84,0,0,"n",193,0,0,0,0,0,3,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.137372325546,3325.2520230016,TRUE,10
"89",0,"15","Chef / W. Adams",30.022991,-89.95031,1899-12-31 00:00:01,NA,"East","Cx. restuans",0,2018-05-08,8,5,2018,19,2,20,1.64,96,99.84,0,0,"n",515,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.137559401871,3325.25224992106,TRUE,10
"90",0,"15","Chef / W. Adams",30.022991,-89.95031,1899-12-31 00:00:00,NA,"East","Cx. nigripalpus",0,2018-05-08,8,5,2018,19,1,20,0.52,96,99.84,0,0,"n",193,0,0,0,0,0,3,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.137571225811,3325.25180637131,TRUE,10
"91",0,"15","Chef / W. Adams",30.022991,-89.95031,1899-12-31 00:00:00,1899-12-31 00:00:01,"East","Cx. nigripalpus",0,2018-05-08,8,5,2018,19,2,20,1.64,96,99.84,0,0,"n",515,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",8.30858292329986,0.2763,1.3986,4.8159,1.6137,0.6057,0.1656,0.0225,0,0,0.0108,0,3.2445,0.3951,865,5674,4604,136,493,396,1051,441,115,26,46,10,842,794.137761258124,3325.25192240334,TRUE,10
"92",0,"16","1-10 Service Road",30.044569,-89.9412,NA,NA,"East","A. aeg",0,2018-05-08,8,5,2018,19,1,117,2.31,5,5.2,91,94.8,"n",92,0,0,0,0,0,0,0,"y","n","y",0,38.8,0.2,8.2,12.5,18,13.8,2.1,20.7,0,15.1,0,NA,"2km",6.81848620287009,0.5931,2.0295,4.5621,2.1222,0.8037,0.0162,0.0072,0,0.0099,0,0,2.1906,0.2232,828,4783,4307,125,460,366,841,346,78,26,46,10,657,794.952632536592,3327.66823902091,TRUE,10
"93",0,"16","1-10 Service Road",30.044569,-89.9412,1899-12-31 00:00:00,NA,"East","A. aeg",0,2018-05-08,8,5,2018,19,2,117,1.2,33.66,35.0064,62.34,64.9936,"n",289,0,0,0,0,0,1,0,"n","n","y",0,0,0,0,0,9.9,0,0.1,0,0,0,0,NA,"2km",6.81848620287009,0.5931,2.0295,4.5621,2.1222,0.8037,0.0162,0.0072,0,0.0099,0,0,2.1906,0.2232,828,4783,4307,125,460,366,841,346,78,26,46,10,657,794.952635503376,3327.66812813274,TRUE,10
"94",0,"16","1-10 Service Road",30.044569,-89.9412,1899-12-31 00:00:01,NA,"East","A. aeg",0,2018-05-08,8,5,2018,19,3,117,1.31,96,99.84,0,0,"n",30,0,0,0,0,0,1,0,"n","n","n",0,0,0.1,0.8,0.2,30.8,37.8,2.6,6.5,0,10.4,0,NA,"2km",6.81848620287009,0.5931,2.0295,4.5621,2.1222,0.8037,0.0162,0.0072,0,0.0099,0,0,2.1906,0.2232,828,4783,4307,125,460,366,841,346,78,26,46,10,657,794.952629569809,3327.66834990908,TRUE,10
"95",0,"16","1-10 Service Road",30.044569,-89.9412,NA,1899-12-31 00:00:01,"East","A. aeg",0,2018-05-08,8,5,2018,19,4,117,0.37,96,99.84,0,0,"n",248,0,0,0,0,0,3,0,"n","n","n",0,0,0.1,0,0,3.7,0,0.7,4.5,0,0,0,NA,"2km",6.81848620287009,0.5931,2.0295,4.5621,2.1222,0.8037,0.0162,0.0072,0,0.0099,0,0,2.1906,0.2232,828,4783,4307,125,460,366,841,346,78,26,46,10,657,794.952729010159,3327.66824160204,TRUE,10
"96",0,"16","1-10 Service Road",30.044569,-89.9412,NA,1899-12-31 00:00:00,"East","A. aeg",0,2018-05-08,8,5,2018,19,5,117,2.09,28.33,29.4632,67.67,70.5368,"n",794,0,0,0,0,0,6,0,"n","n","n",0,0,0,0,0,5,4.5,4.9,3.9,0,0,0,NA,"2km",6.81848620287009,0.5931,2.0295,4.5621,2.1222,0.8037,0.0162,0.0072,0,0.0099,0,0,2.1906,0.2232,828,4783,4307,125,460,366,841,346,78,26,46,10,657,794.952536063026,3327.66823643979,TRUE,10
"97",0,"16","1-10 Service Road",30.044569,-89.9412,1899-12-31 00:00:01,1899-12-31 00:00:00,"East","A. albo",0,2018-05-08,8,5,2018,19,1,117,2.31,5,5.2,91,94.8,"n",92,0,0,0,0,0,0,0,"y","n","y",0,38.8,0.2,8.2,12.5,18,13.8,2.1,20.7,0,15.1,0,NA,"2km",6.81848620287009,0.5931,2.0295,4.5621,2.1222,0.8037,0.0162,0.0072,0,0.0099,0,0,2.1906,0.2232,828,4783,4307,125,460,366,841,346,78,26,46,10,657,794.952533096244,3327.66834732796,TRUE,10
